"id","id_first","id_second","weight"
"-1579550694-1644569514",-1579550694,-1644569514,3
"-1579550694244531265",-1579550694,244531265,3
"-256548848-1548683243",-256548848,-1548683243,5
"781614166-1579550694",781614166,-1579550694,3
"1490302992-1548683243",1490302992,-1548683243,3
"1490302992226457686",1490302992,226457686,3
"-256548848-256548834",-256548848,-256548834,3
"1490302992-1644569514",1490302992,-1644569514,3
"1490302992244531265",1490302992,244531265,3
"-256548834-256548848",-256548834,-256548848,5
"7816141661490302992",781614166,1490302992,3
"-1548683243-256548834",-1548683243,-256548834,5
"-256548848226457686",-256548848,226457686,3
"-256548848-1644569514",-256548848,-1644569514,3
"-256548848244531265",-256548848,244531265,3
"781614166-256548848",781614166,-256548848,3
"-1548683243226457686",-1548683243,226457686,3
"-256548834-597267430",-256548834,-597267430,7
"-1548683243-1644569514",-1548683243,-1644569514,3
"-1548683243244531265",-1548683243,244531265,3
"-256548834-1579550694",-256548834,-1579550694,3
"781614166-1548683243",781614166,-1548683243,3
"226457686-256548834",226457686,-256548834,3
"-256548834-1644569514",-256548834,-1644569514,3
"-256548834244531265",-256548834,244531265,3
"226457686-597267430",226457686,-597267430,3
"781614166226457686",781614166,226457686,3
"781614166-256548834",781614166,-256548834,3
"781614166-597267430",781614166,-597267430,3
"-1548683243-256548848",-1548683243,-256548848,3
"-1548683243-1579550694",-1548683243,-1579550694,3
"-1579550694-1548683243",-1579550694,-1548683243,7
"-256548834-1548683243",-256548834,-1548683243,3
"-1579550694-256548834",-1579550694,-256548834,5
"-1579550694-597267430",-1579550694,-597267430,7
"-1644569514-256548848",-1644569514,-256548848,1
"244531265781614166",244531265,781614166,1
"2445312651490302992",244531265,1490302992,1
"244531265-1548683243",244531265,-1548683243,1
"244531265-256548834",244531265,-256548834,1
"-597267430-671628267",-597267430,-671628267,1
"-597267430-1579550694",-597267430,-1579550694,1
"-597267430-256548848",-597267430,-256548848,1
"-597267430226457686",-597267430,226457686,1
"1490302992-597267430",1490302992,-597267430,3
"-1644569514-597267430",-1644569514,-597267430,3
"-597267430244531265",-597267430,244531265,3
"-1644569514-1548683243",-1644569514,-1548683243,1
"-1644569514-256548834",-1644569514,-256548834,1
"244531265-671628267",244531265,-671628267,1
"244531265-1579550694",244531265,-1579550694,1
"244531265-256548848",244531265,-256548848,1
"244531265-597267430",244531265,-597267430,1
"-597267430781614166",-597267430,781614166,1
"-5972674301490302992",-597267430,1490302992,1
"-597267430-1548683243",-597267430,-1548683243,1
"-597267430-256548834",-597267430,-256548834,1
"-597267430-1644569514",-597267430,-1644569514,1
"-763488238-1579550694",-763488238,-1579550694,1
"781614166-671628267",781614166,-671628267,3
"-671628267-256548834",-671628267,-256548834,3
"-671628267-1644569514",-671628267,-1644569514,3
"-17486397121770508353",-1748639712,1770508353,1
"-1748639712-1613098980",-1748639712,-1613098980,1
"-17486397122063585366",-1748639712,2063585366,1
"-17486397122065352790",-1748639712,2065352790,1
"-1748639712-1806993369",-1748639712,-1806993369,1
"-17486397121260442668",-1748639712,1260442668,1
"-1748639712-1849150395",-1748639712,-1849150395,1
"-1748639712422624288",-1748639712,422624288,1
"-17486397121423052832",-1748639712,1423052832,1
"-17486397122059871248",-1748639712,2059871248,1
"-1748639712-969399264",-1748639712,-969399264,1
"-17486397121498985506",-1748639712,1498985506,1
"-1748639712-882048938",-1748639712,-882048938,1
"-17486397122059887644",-1748639712,2059887644,1
"-1748639712510331925",-1748639712,510331925,1
"1770508353-1748639712",1770508353,-1748639712,1
"1770508353-1613098980",1770508353,-1613098980,1
"17705083532063585366",1770508353,2063585366,1
"17705083532065352790",1770508353,2065352790,1
"1770508353-1806993369",1770508353,-1806993369,1
"17705083531260442668",1770508353,1260442668,1
"1770508353-1849150395",1770508353,-1849150395,1
"1770508353422624288",1770508353,422624288,1
"17705083531423052832",1770508353,1423052832,1
"17705083532059871248",1770508353,2059871248,1
"1770508353-969399264",1770508353,-969399264,1
"17705083531498985506",1770508353,1498985506,1
"1770508353-882048938",1770508353,-882048938,1
"17705083532059887644",1770508353,2059887644,1
"1770508353510331925",1770508353,510331925,1
"-1613098980-1748639712",-1613098980,-1748639712,1
"-16130989801770508353",-1613098980,1770508353,1
"-16130989802063585366",-1613098980,2063585366,1
"-16130989802065352790",-1613098980,2065352790,1
"-1613098980-1806993369",-1613098980,-1806993369,1
"-16130989801260442668",-1613098980,1260442668,1
"-1613098980-1849150395",-1613098980,-1849150395,1
"-1613098980422624288",-1613098980,422624288,1
"-16130989801423052832",-1613098980,1423052832,1
"-16130989802059871248",-1613098980,2059871248,1
"-1613098980-969399264",-1613098980,-969399264,1
"-16130989801498985506",-1613098980,1498985506,1
"-1613098980-882048938",-1613098980,-882048938,1
"-16130989802059887644",-1613098980,2059887644,1
"-1613098980510331925",-1613098980,510331925,1
"2063585366-1748639712",2063585366,-1748639712,1
"20635853661770508353",2063585366,1770508353,1
"2063585366-1613098980",2063585366,-1613098980,1
"20635853662065352790",2063585366,2065352790,1
"2063585366-1806993369",2063585366,-1806993369,1
"20635853661260442668",2063585366,1260442668,1
"2063585366-1849150395",2063585366,-1849150395,1
"2063585366422624288",2063585366,422624288,1
"20635853661423052832",2063585366,1423052832,1
"20635853662059871248",2063585366,2059871248,1
"2063585366-969399264",2063585366,-969399264,1
"20635853661498985506",2063585366,1498985506,1
"2063585366-882048938",2063585366,-882048938,1
"20635853662059887644",2063585366,2059887644,1
"2063585366510331925",2063585366,510331925,1
"2065352790-1748639712",2065352790,-1748639712,1
"20653527901770508353",2065352790,1770508353,1
"2065352790-1613098980",2065352790,-1613098980,1
"20653527902063585366",2065352790,2063585366,1
"2065352790-1806993369",2065352790,-1806993369,1
"20653527901260442668",2065352790,1260442668,1
"2065352790-1849150395",2065352790,-1849150395,1
"2065352790422624288",2065352790,422624288,1
"20653527901423052832",2065352790,1423052832,1
"20653527902059871248",2065352790,2059871248,1
"2065352790-969399264",2065352790,-969399264,1
"20653527901498985506",2065352790,1498985506,1
"2065352790-882048938",2065352790,-882048938,1
"20653527902059887644",2065352790,2059887644,1
"2065352790510331925",2065352790,510331925,1
"-1806993369-1748639712",-1806993369,-1748639712,1
"-18069933691770508353",-1806993369,1770508353,1
"-1806993369-1613098980",-1806993369,-1613098980,1
"-18069933692063585366",-1806993369,2063585366,1
"-18069933692065352790",-1806993369,2065352790,1
"-18069933691260442668",-1806993369,1260442668,1
"-1806993369-1849150395",-1806993369,-1849150395,1
"-1806993369422624288",-1806993369,422624288,1
"-18069933691423052832",-1806993369,1423052832,1
"-18069933692059871248",-1806993369,2059871248,1
"-1806993369-969399264",-1806993369,-969399264,1
"-18069933691498985506",-1806993369,1498985506,1
"-1806993369-882048938",-1806993369,-882048938,1
"-18069933692059887644",-1806993369,2059887644,1
"-1806993369510331925",-1806993369,510331925,1
"1260442668-1748639712",1260442668,-1748639712,1
"12604426681770508353",1260442668,1770508353,1
"1260442668-1613098980",1260442668,-1613098980,1
"12604426682063585366",1260442668,2063585366,1
"12604426682065352790",1260442668,2065352790,1
"1260442668-1806993369",1260442668,-1806993369,1
"1260442668-1849150395",1260442668,-1849150395,1
"1260442668422624288",1260442668,422624288,1
"12604426681423052832",1260442668,1423052832,1
"12604426682059871248",1260442668,2059871248,1
"1260442668-969399264",1260442668,-969399264,1
"12604426681498985506",1260442668,1498985506,1
"1260442668-882048938",1260442668,-882048938,1
"12604426682059887644",1260442668,2059887644,1
"1260442668510331925",1260442668,510331925,1
"-18491503951770508353",-1849150395,1770508353,1
"-18491503952063585366",-1849150395,2063585366,1
"-1849150395-1806993369",-1849150395,-1806993369,1
"-1849150395422624288",-1849150395,422624288,1
"-18491503952059871248",-1849150395,2059871248,1
"-18491503951498985506",-1849150395,1498985506,1
"-18491503952059887644",-1849150395,2059887644,1
"422624288-1748639712",422624288,-1748639712,1
"422624288-1613098980",422624288,-1613098980,1
"4226242882065352790",422624288,2065352790,1
"4226242881260442668",422624288,1260442668,1
"4226242881423052832",422624288,1423052832,1
"422624288-882048938",422624288,-882048938,1
"422624288510331925",422624288,510331925,1
"14230528321770508353",1423052832,1770508353,1
"14230528322063585366",1423052832,2063585366,1
"1423052832-1806993369",1423052832,-1806993369,1
"1423052832-1849150395",1423052832,-1849150395,1
"14230528322059871248",1423052832,2059871248,1
"14230528321498985506",1423052832,1498985506,1
"14230528322059887644",1423052832,2059887644,1
"2059871248-1748639712",2059871248,-1748639712,1
"2059871248-1613098980",2059871248,-1613098980,1
"20598712482065352790",2059871248,2065352790,1
"20598712481260442668",2059871248,1260442668,1
"2059871248422624288",2059871248,422624288,1
"2059871248-969399264",2059871248,-969399264,1
"2059871248-882048938",2059871248,-882048938,1
"2059871248510331925",2059871248,510331925,1
"-9693992641770508353",-969399264,1770508353,1
"-9693992642063585366",-969399264,2063585366,1
"-969399264-1806993369",-969399264,-1806993369,1
"-969399264-1849150395",-969399264,-1849150395,1
"-9693992641423052832",-969399264,1423052832,1
"-9693992641498985506",-969399264,1498985506,1
"-9693992642059887644",-969399264,2059887644,1
"1498985506-1748639712",1498985506,-1748639712,1
"1498985506-1613098980",1498985506,-1613098980,1
"14989855062065352790",1498985506,2065352790,1
"14989855061260442668",1498985506,1260442668,1
"1498985506422624288",1498985506,422624288,1
"14989855062059871248",1498985506,2059871248,1
"1498985506-882048938",1498985506,-882048938,1
"1498985506510331925",1498985506,510331925,1
"-8820489381770508353",-882048938,1770508353,1
"-8820489382063585366",-882048938,2063585366,1
"-882048938-1806993369",-882048938,-1806993369,1
"-882048938-1849150395",-882048938,-1849150395,1
"-8820489381423052832",-882048938,1423052832,1
"-882048938-969399264",-882048938,-969399264,1
"-8820489382059887644",-882048938,2059887644,1
"2059887644-1748639712",2059887644,-1748639712,1
"2059887644-1613098980",2059887644,-1613098980,1
"20598876442065352790",2059887644,2065352790,1
"20598876441260442668",2059887644,1260442668,1
"2059887644422624288",2059887644,422624288,1
"20598876442059871248",2059887644,2059871248,1
"20598876441498985506",2059887644,1498985506,1
"2059887644510331925",2059887644,510331925,1
"5103319251770508353",510331925,1770508353,1
"5103319252063585366",510331925,2063585366,1
"510331925-1806993369",510331925,-1806993369,1
"510331925-1849150395",510331925,-1849150395,1
"5103319251423052832",510331925,1423052832,1
"510331925-969399264",510331925,-969399264,1
"510331925-882048938",510331925,-882048938,1
"834842656-1548683237",834842656,-1548683237,1
"8348426561498985493",834842656,1498985493,1
"834842656-2003527646",834842656,-2003527646,1
"8348426561498985506",834842656,1498985506,1
"834842656-531692526",834842656,-531692526,1
"1461468190-1689963488",1461468190,-1689963488,1
"14614681906986784",1461468190,6986784,1
"1461468190-1548683237",1461468190,-1548683237,1
"14614681901498985493",1461468190,1498985493,1
"1461468190-2003527646",1461468190,-2003527646,1
"14614681901498985506",1461468190,1498985506,1
"-2003527664834842656",-2003527664,834842656,1
"-2003527664-1689963488",-2003527664,-1689963488,1
"-20035276646986784",-2003527664,6986784,1
"-2003527664-1548683237",-2003527664,-1548683237,1
"-20035276641498985506",-2003527664,1498985506,1
"-2003527664-531692526",-2003527664,-531692526,1
"-1689963488-2003527664",-1689963488,-2003527664,1
"-1689963488-1548683237",-1689963488,-1548683237,1
"-16899634881498985493",-1689963488,1498985493,1
"-1689963488-2003527646",-1689963488,-2003527646,1
"-16899634881498985506",-1689963488,1498985506,1
"-1689963488-531692526",-1689963488,-531692526,1
"-1548683243834842656",-1548683243,834842656,1
"-15486832436986784",-1548683243,6986784,1
"-15486832431498985506",-1548683243,1498985506,1
"-1548683243-531692526",-1548683243,-531692526,1
"6986784-2003527664",6986784,-2003527664,1
"6986784-1548683243",6986784,-1548683243,1
"6986784-1548683237",6986784,-1548683237,1
"69867841498985493",6986784,1498985493,1
"6986784-2003527646",6986784,-2003527646,1
"69867841498985506",6986784,1498985506,1
"6986784-531692526",6986784,-531692526,1
"-531692507834842656",-531692507,834842656,1
"-531692507-2003527664",-531692507,-2003527664,1
"-531692507-1548683243",-531692507,-1548683243,1
"-531692507-1548683237",-531692507,-1548683237,1
"-5316925071498985493",-531692507,1498985493,1
"-531692507-2003527646",-531692507,-2003527646,1
"-1548683237834842656",-1548683237,834842656,1
"-1548683237-2003527664",-1548683237,-2003527664,1
"-1548683237-531692507",-1548683237,-531692507,1
"-15486832371498985493",-1548683237,1498985493,1
"-1548683237-2003527646",-1548683237,-2003527646,1
"-15486832371498985506",-1548683237,1498985506,1
"-1548683237-531692526",-1548683237,-531692526,1
"-763488238834842656",-763488238,834842656,1
"-763488238-2003527664",-763488238,-2003527664,1
"-20035276641498985493",-2003527664,1498985493,5
"1461468190834842656",1461468190,834842656,3
"-1548683237-1548683243",-1548683237,-1548683243,11
"-1548683243-2003527664",-1548683243,-2003527664,5
"-2003527664-2003527646",-2003527664,-2003527646,5
"-15486832431498985493",-1548683243,1498985493,5
"-1849150395-1748639712",-1849150395,-1748639712,1
"-1849150395-1613098980",-1849150395,-1613098980,1
"-18491503952065352790",-1849150395,2065352790,1
"-18491503951260442668",-1849150395,1260442668,1
"-18491503951423052832",-1849150395,1423052832,1
"-1849150395-969399264",-1849150395,-969399264,1
"-1849150395-882048938",-1849150395,-882048938,1
"-1849150395510331925",-1849150395,510331925,1
"4226242881770508353",422624288,1770508353,1
"4226242882063585366",422624288,2063585366,1
"422624288-1806993369",422624288,-1806993369,1
"422624288-1849150395",422624288,-1849150395,1
"4226242882059871248",422624288,2059871248,1
"4226242881498985506",422624288,1498985506,1
"4226242882059887644",422624288,2059887644,1
"1423052832-1748639712",1423052832,-1748639712,1
"1423052832-1613098980",1423052832,-1613098980,1
"14230528322065352790",1423052832,2065352790,1
"14230528321260442668",1423052832,1260442668,1
"1423052832422624288",1423052832,422624288,1
"1423052832-969399264",1423052832,-969399264,1
"1423052832-882048938",1423052832,-882048938,1
"1423052832510331925",1423052832,510331925,1
"20598712481770508353",2059871248,1770508353,1
"20598712482063585366",2059871248,2063585366,1
"2059871248-1806993369",2059871248,-1806993369,1
"2059871248-1849150395",2059871248,-1849150395,1
"20598712481423052832",2059871248,1423052832,1
"20598712481498985506",2059871248,1498985506,1
"20598712482059887644",2059871248,2059887644,1
"-969399264-1748639712",-969399264,-1748639712,1
"-969399264-1613098980",-969399264,-1613098980,1
